VideoID	EmCaptions
vid61302	a beautiful woman and a handsome man both are crying sadly
vid61302	all eyes of them have a strange feeling
vid61302	people began to cry over the sadness of the event
vid61302	several good friends wept sadly because they had to leave each other
vid61302	she and her father cried in grief because she would leave her countryside for other cities
vid61302	some people felt grieved and their tears ran down
vid61302	the lady was weeping in silence and she must be very sad
vid61302	the lovers are sorrowful for they have to leave the one they love
vid61302	the man  ,  the good looking woman  ,  and the old man cried with sorrow
vid61302	the sorrow side of our humanity shows in this video
vid61302	they are full of great sadness with tears in their eyes
vid61304	after experiencing some grieves we learn some things helpful to us
vid61304	i have learned that you should always love ones with loving words ,  because it may be the last time you see them
vid61304	sorrowfully ,  i have learnt all the things ,  but it is too late
vid61304	those pictures show something sad
vid61304	we can learn many lessons from those sorrowful suffering and experience
vid61304	with several profound sentences appearing ,  the grieved pictures are meaningful
vid61304	you should always leave loved ones with loving words because it may be the last time you see them
vid61304	i have learnt lots of things since you left away
vid61304	it is sad that i have learnt many things but i have to leave the one i love deeply
vid61304	it is sad to see kids go far away when they have to
vid61304	it says that i've learnt that you should leave loved ones with loving words
vid61304	some lessons learnt through some sorrowful experience that life has taught us
vid61304	some sad sentences are showed with video and music
vid61304	the poem tells us that everyone will experience an unhappy separation
vid61304	the saddest moment is the moment of departure because it may be the last time you see someone
vid61304	upon the grieved pictures  ,  several sentences are showing what they have learned
vid61304	we all need to learn to face grief  ,  loneliness and parting
vid61304	with sad music  ,  this video tells us that people will eventually leave the world
vid61305	a woman was so grieved that she covered her eyes with hands
vid61305	a young woman is covering her face with her hands sorrowfully and sadly
vid61305	people's eyes can show their emotion ,  such as sadness and happiness
vid61305	she was grieved very much for what she had ever experienced
vid61305	the girl tried to hide her sorrow because of the light music
vid61305	the woman is performing an action art about a pretty sad person
vid61305	with a light music ringing  ,  the girl hides her sadness with scrawl
vid61305	even when we are in a bad condition ,  we still can have a positive attitude
vid61305	a girl draws sad expression on her hand and puts the hand at the position of the eyes
vid61305	a girl drew two eyes on the back of her hand to hide her sadness
vid61305	a girl expresses her grief by drawing different sorrowful eyes on her hand
vid61305	a girl made a sad expression with her hands and face
vid61305	a young woman is in great sorrow and does not have a person to talk to
vid61305	the girl covered her eyes with her hands  ,  and there were different expressions on the back of her hands to show sadness
vid61305	the girl drew a upset look on her hand to hide her eyes
vid61305	the girl is spoofing sadly and doesn't want to face the truth
vid61305	the girl sits besides a mirror and put her hand painting two eyes on her eyes to pose a gesture
vid61305	the woman was so sorrowful that she knocked the wall and then wiped her tears
vid61305	the woman pretends crying sadly by drawing tears in her hand
vid61401	a man felt a deep sorrow when he talked about something unhappy
vid61401	a man was acting his mother's attitude towards him in high school and college
vid61401	after college  ,  being a part of the real world is truly sorrowful for that woman
vid61401	after knowing the college is over ,  he finds he has passed a sorrowful time
vid61401	the boy sadly found that his college year had passed
vid61401	the man is talking to himself who pretends to be a woman to express his sadness
vid61401	the two man are acting in a play about students' sadness for leaving college
vid61401	a boy plays two roles at the same time  ,  discussing the sadness of the end of the university
vid61401	a girl felt sorrowful for her meaningless ending in her high school and collage
vid61401	a man is sad because his college days are over
vid61401	a weird man talks with himself who disguises himself as a woman by wearing wig and a peace of red clothing to show that he doesn't think his school life is over
vid61401	a young man is acting as a school girl and talks to himself  ,  which is a reflation of sad college life
vid61401	a young man is sorrowful for the fast pasting time
vid61401	one thinks it is unbelievable that his college life is over and seems a little sad
vid61401	the man is sorrowful for he can't accept that the college life comes to the end
vid61401	the man played two characters expressing his sadness for school's end
vid61401	the man with long wig sadly asked "is school really over "  ,  then the normal himself said " yes "
vid61401	they talk about some jokes like that the college is over
vid61403	a man in blue was grieved to talk with people on the phone
vid61403	a blue-colored man sitting on the sofa is ringing and feeling sad
vid61403	after receiving a call for serval minutes ,  the man becomes a little unhappy
vid61403	he always woke with a sense of deep sorrow and depressing loss
vid61403	the man called to someone but got a sad reply finally
vid61403	the man with a look of grief stays alone at home and plays game alone
vid61403	with a ceiling fan rotating ,  the man has a call but gets a sad reply
vid61403	a man called someone on the sofa and then he got some bad news
vid61403	a boy sitting on a sofa became manic and sad after receiving a telephone call
